movie_name,Country,Release Date,Production Company,IMDB Rating,Metascore,TomatoMeter,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,Total Box Office,ROI
Out of the Furnace,"UK, USA",06 Dec 2013,"3DTK, Wonderland Sound and Vision, Relativity",6.2,40,66%,2013,179520100,22000000,11330849,4103526,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,115.0,15434375,70.16%
Her,USA,10 Jan 2014,Laurence Mark Productions,6.6,48,81%,2013,192820100,23000000,25568251,22690780,R,Science Fiction,Original Screenplay,Live Action,Drama,0.0,119.0,48259031,209.82%
Redemption,"UK, USA",28 Jun 2013,"21 Laps Entertainment, Jim Henson Productions",6.2,54,62%,2013,187110100,23000000,36686,13556787,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,100.0,13593473,59.10%
Dhoom 3,India,20 Dec 2013,"Cross Creek Pictures, Jersey Films, Exclusive Media, Double Feature Films",6.5,57,93%,2013,198500100,24000000,8031955,3691665,Not Rated,,,,Action,1.0,150.0,11723620,48.85%
Million Dollar Arm,USA,16 May 2014,Matthew Vaughn,6.5,41,20%,2013,196280100,25000000,36447959,2769953,PG,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,123.0,39217912,156.87%
The Counselor,"UK, USA",25 Oct 2013,"Grive Productions, EuropaCorp, Relativity, TF1 Films Productions",6.3,42,80%,2013,186790100,25000000,16973715,54035619,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,111.0,71009334,284.04%
The Fifth Estate,"USA, India, Belgium",18 Oct 2013,Lucky Red,5.7,21,35%,2013,186900100,26000000,3254172,2900000,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,128.0,6154172,23.67%
Blood Ties,"France, USA",30 Oct 2013,"New Regency Pictures, Double Feature Films, Appian Way",5.6,36,54%,2013,200840100,26000000,42472,2881487,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,128.0,2923959,11.25%
3 Days to Kill,"USA, France, Serbia",21 Feb 2014,Redbank Films,7.4,85,13%,2013,192720100,28000000,30697999,8261901,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,100.0,38959900,139.14%
Last Vegas,USA,01 Nov 2013,"Redrover Co. Ltd., Gulfstream Pictures, ToonBox Entertainment",5.7,37,96%,2013,181410100,28000000,63914167,49000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,104.0,112914167,403.26%
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",USA,10 Oct 2014,American Empirical Pictures,8.1,88,13%,2013,193510100,28000000,66954149,34425138,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,81.0,101379287,362.07%
A Walk Among the Tombstones,USA,19 Sep 2014,"Point Grey, Mandate Pictures",6.6,67,49%,2013,198720100,28000000,26017685,36090902,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,113.0,62108587,221.82%
Kick-Ass 2,"UK, USA, Japan",16 Aug 2013,"France Télévision, France 2 Cinéma, Tapioca Films, Gaumont, Epithète Films, Filmarto, Orange Cinéma Séries",7.1,53,30%,2013,147410100,28000000,28795985,34333924,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0.0,103.0,63129909,225.46%
The Family,"France, UK, USA",13 Sep 2013,"Bluegrass Films, Aggregate Films",5.7,35,16%,2013,179510100,30000000,36918811,14159730,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Black Comedy,0.0,111.0,51078541,170.26%
Space Pirate Captain Harlock,Japan,14 Mar 1978,"Ruby Films, Essential Media and Entertainment",7.5,65,5%,2013,227710100,30000000,0,310985,,Science Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,0.0,115.0,310985,1.04%
Grace of Monaco,"Switzerland, France, Italy, Belgium",14 May 2014,Videovision Entertainment,7.1,60,50%,2013,188450100,30000000,0,25199891,,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,103.0,25199891,84.00%
Runner Runner,USA,04 Oct 2013,"Benderspink, Newman/Tooley Films, Heyday Films, Slap Happy Productions",7.0,44,75%,2013,179020100,30000000,19316646,41196034,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,91.0,60512680,201.71%
Carrie,USA,16 Nov 1976,"Revolution, Imagine Entertainment, Working Title Films",8.1,74,70%,2013,175640100,30000000,35266619,47142901,R,Fantasy,Remake,Live Action,Horror,0.0,99.0,82409520,274.70%
The Nut Job,"Canada, South Korea, USA",17 Jan 2014,"Envision Entertainment, Single Berry, Closest to the Hole, Spikings Entertainment, Leverage, Film 44, Emmett/Furla Films, Herrick Entertainment",7.5,60,44%,2013,190810100,30000000,64251538,58278428,PG,Kids Fiction,Based on Short Film,Digital Animation,Adventure,0.0,86.0,122529966,408.43%
The Grand Budapest Hotel,"Germany, USA",28 Mar 2014,"Gerber Pictures, Callahan Filmworks",6.4,35,42%,2013,198820100,31000000,59076019,104905242,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0.0,100.0,163981261,528.97%
The Young and Prodigious T.S. Spivet,"France, Canada",31 Jul 2015,Michael De Luca,4.1,46,17%,2013,228150100,33000000,176847,180840,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0.0,105.0,357687,1.08%
Identity Thief,USA,08 Feb 2013,Atlas Entertainment,7.2,90,65%,2013,173860100,35000000,134506920,40854658,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,147.0,175361578,501.03%
Saving Mr. Banks,"USA, UK, Australia",20 Dec 2013,Chernin Entertainment,6.6,60,84%,2013,183100100,35000000,83299761,31662764,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,125.0,114962525,328.46%
Mandela: Long Walk to Freedom,"UK, South Africa, France",25 Dec 2013,"8:38 Productions, Madhouse Entertainment",8.1,70,45%,2013,188440100,35000000,8323085,21567317,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,146.0,29890402,85.40%
We're the Millers,"USA, UK",07 Aug 2013,Silver Pictures,6.9,56,14%,2013,124140100,37000000,150394119,117422157,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,100.0,267816276,723.83%
Rush,"UK, Germany, USA",27 Sep 2013,"Scott Rudin Productions, Trigger Street Productions, Michael De Luca",7.8,82,71%,2013,179610100,38000000,26947624,71283215,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,123.0,98230839,258.50%
Lone Survivor,"USA, UK",10 Jan 2014,"Relativity, Reel FX Animation Studios",5.8,38,90%,2013,147270100,40000000,125095601,24709031,R,Dramatization,Based on Factual Book/Article,Live Action,Action,0.0,121.0,149804632,374.51%
Grudge Match,USA,25 Dec 2013,Mandeville Films,6.4,61,90%,2013,186910100,40000000,29807260,40000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,113.0,69807260,174.52%
Snowpiercer,"South Korea, Czech Republic",11 Jul 2014,"Wild West Picture Show, 21 Laps Entertainment",6.3,42,72%,2013,203900100,40000000,4563029,83506851,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0.0,126.0,88069880,220.17%
Fifty Shades of Grey,USA,13 Feb 2015,"Lorenzo di Bonaventura, Mace Neufeld Productions",6.2,57,67%,2013,194070100,40000000,166167230,404830871,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,125.0,570998101,1427.50%
American Hustle,"USA, China",20 Dec 2013,"Weed Road Pictures, Marc Platt Productions",6.2,31,91%,2013,189030100,40000000,150117807,107760487,R,Dramatization,Based on Real Life Events,Live Action,Black Comedy,0.0,138.0,257878294,644.70%
The Heat,USA,28 Jun 2013,"LEGO System A/S, Lin Pictures, Vertigo",7.7,83,81%,2013,176940100,43000000,159581587,70146187,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,117.0,229727774,534.25%
Prisoners,USA,20 Sep 2013,"Constantin Film International, Unique Features",5.9,33,66%,2013,182970100,46000000,61002302,52400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,153.0,113402302,246.53%
Non-Stop,"UK, France, USA, Canada",28 Feb 2014,Millennium Films,6.5,41,51%,2013,193250100,50000000,91742160,130640895,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,110.0,222383055,444.77%
Captain Phillips,USA,11 Oct 2013,Smoke House,6.1,52,90%,2013,170950100,55000000,107136417,113511767,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,133.0,220648184,401.18%
Free Birds,USA,01 Nov 2013,Prana Animation Studios,5.1,25,28/100,2013,149460100,55000000,55750480,54636592,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,91.0,110387072,200.70%
Muppets Most Wanted,USA,21 Mar 2014,Nu Boyana,4.2,22,54%,2013,186230100,55000000,51178893,28133408,PG,Kids Fiction,Based on TV,Live Action,Adventure,1.0,106.0,79312301,144.20%
The Internship,USA,07 Jun 2013,K/O Paper Products,7.3,50,72%,2013,176720100,58000000,44672764,49000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,119.0,93672764,161.50%
Jack Ryan: Shadow Recruit,"USA, Russia",17 Jan 2014,Chris Meledandri,7.3,62,51%,2013,180710100,60000000,50577412,80800000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,105.0,131377412,218.96%
Winter's Tale,USA,14 Feb 2014,Sony Pictures Animation,6.4,59,18%,2013,196470100,60000000,12600231,9868389,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0.0,118.0,22468620,37.45%
The Lego Movie,"USA, Denmark, Australia",07 Feb 2014,Di Bonaventura Pictures,6.6,47,73%,2013,175660100,60000000,257784718,199944670,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,0.0,110.0,457729388,762.88%
The Mortal Instruments: City of Bones,"USA, Germany, Canada, UK",21 Aug 2013,"Sunswept Entertainment, 1492 Pictures",5.8,39,30%,2013,175340100,60000000,31165421,44800146,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,130.0,75965567,126.61%
Olympus Has Fallen,USA,22 Mar 2013,Bagdasarian Company,5.0,33,77%,2013,183690100,70000000,98927592,51634572,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,120.0,150562164,215.09%
The Monuments Men,"USA, Germany",07 Feb 2014,"Columbia Pictures, LStar Capital",5.5,27,41%,2013,185260100,70000000,78031620,80671128,PG-13,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0.0,118.0,158702748,226.72%
The Legend of Hercules,"USA, Bulgaria, Germany",10 Jan 2014,Walt Disney Pictures,7.3,74,71%,2013,187550100,70000000,18848538,40104781,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0.0,98.0,58953319,84.22%
Now You See Me,"USA, France",31 May 2013,"Cruel and Unusual Films, Mark Canton/Gianna Nunnari",6.2,48,13%,2013,169360100,75000000,117723989,225045211,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,116.0,342769200,457.03%
Despicable Me 2,"USA, France, Japan",03 Jul 2013,Kerner Entertainment,5.3,34,76%,2013,163140100,76000000,368065385,607151450,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1.0,98.0,975216835,1283.18%
RED 2,"USA, France, Canada, Russia",19 Jul 2013,Orion Pictures,7.5,67,43%,2013,169330100,84000000,53262560,88244795,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,1.0,116.0,141507355,168.46%
Percy Jackson: Sea of Monsters,USA,07 Aug 2013,"Color Force, Lionsgate Films",7.5,76,35%,2013,168860100,90000000,68559554,132300000,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1.0,105.0,200859554,223.18%
Alvin and the Chipmunks: The Road Chip,USA,18 Dec 2015,Gizmo Prods.,7.2,55,57%,2013,193110100,90000000,85886987,163630969,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,1.0,86.0,249517956,277.24%
Pixels,"USA, China, Canada",24 Jul 2015,DreamWorks Animation,6.4,58,97%,2013,170460100,90000000,78765986,165275818,PG-13,Science Fiction,Based on Short Film,Animation/Live Action,Adventure,0.0,105.0,244041804,271.16%
Epic,USA,24 May 2013,"DreamWorks Animation, Mad Hatter Entertainment",7.8,76,80%,2013,165020100,100000000,107518682,155275759,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0.0,103.0,262794441,262.79%
Hercules,"USA, France",27 Jun 1997,"PDI, Bullwinkle Studios, DreamWorks Animation",6.8,59,66%,2013,186700100,100000000,72688614,170700000,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0.0,97.0,243388614,243.39%
300: Rise of an Empire,USA,07 Mar 2014,Marvel Studios,6.9,54,85%,2013,174430100,110000000,106580051,224200000,R,Historical Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action,1.0,102.0,330780051,300.71%
The Smurfs 2,"USA, France, Canada, Belgium",31 Jul 2013,"Mythology Entertainment, Centropolis Entertainment",6.4,52,89%,2013,165790100,110000000,71017784,277529739,PG,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,1.0,104.0,348547523,316.86%
The Wolverine,"USA, UK",26 Jul 2013,Walt Disney Animation,7.4,75,69%,2013,151730100,115000000,132556852,283900000,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,126.0,416456852,362.14%
RoboCop,USA,17 Jul 1987,Toho,6.3,28,77%,2013,119960100,120000000,58607007,184374792,PG-13,Science Fiction,Remake,Live Action,Action,0.0,116.0,242981799,202.48%
The Hunger Games: Catching Fire,USA,22 Nov 2013,"Roth Films, Walt Disney Pictures",7.0,56,92%,2013,165350100,130000000,424668047,440200000,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1.0,146.0,864868047,665.28%
The Croods,USA,22 Mar 2013,"Legendary Pictures, DDY",6.9,65,73%,2013,128830100,135000000,187168425,385900000,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,98.0,573068425,424.50%
Turbo,USA,17 Jul 2013,"Marvel Studios, Matt Tolmach, Avi Arad",6.6,53,97%,2013,158560100,135000000,83028130,203868448,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,96.0,286896578,212.52%
How to Train Your Dragon 2,USA,13 Jun 2014,"Di Bonaventura Pictures, Ian Bryce, Tom DeSanto/Don Murphy",5.6,32,0%,2013,143610100,145000000,177002924,437583346,PG,Fantasy,Original Screenplay,Digital Animation,Adventure,1.0,102.0,614586270,423.85%
Mr. Peabody & Sherman,USA,07 Mar 2014,WingNut Films,7.8,66,88%,2013,147730100,145000000,111506430,158300000,PG,Kids Fiction,Based on TV,Digital Animation,Adventure,0.0,91.0,269806430,186.07%
Thor: The Dark World,USA,08 Nov 2013,"Blind Wink, Infinitum Nihil",6.4,37,89%,2013,163710100,150000000,206362140,438240376,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,111.0,644602516,429.74%
White House Down,USA,28 Jun 2013,Big Indie Pictures,7.0,58,20%,2013,176180100,150000000,73103784,132336603,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,131.0,205440387,136.96%
Frozen,USA,27 Nov 2013,"Dragonfly, Worldview Entertainment, Fastnet Films",5.2,42,35%,2013,164550100,150000000,400738009,871731901,PG,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Digital Animation,Musical,0.0,102.0,1272469910,848.31%
47 Ronin,"USA, UK, Japan, Hungary",25 Dec 2013,Gateway Films,6.0,32,87%,2013,140680100,175000000,38362475,113354340,PG-13,Fantasy,Original Screenplay,Live Action,Action,0.0,127.0,151716815,86.70%
Maleficent,USA,30 May 2014,"Tim Burton, Electric City Entertainment",7.0,62,80%,2013,143580100,180000000,241407328,517129407,PG,Fantasy,Spin-Off,Live Action,Adventure,0.0,97.0,758536735,421.41%
Pacific Rim,USA,12 Jul 2013,Glacier Films,5.0,23,81%,2013,163740100,190000000,101802906,309200000,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0.0,131.0,411002906,216.32%
The Amazing Spider-Man 2,USA,02 May 2014,Odd Lot Entertainment,6.6,67,1%,2013,165290100,200000000,202853933,506142403,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1.0,141.0,708996336,354.50%
Transformers: Age of Extinction,"USA, China, Hong Kong",27 Jun 2014,N/A,6.8,N/A,18%,2013,173060100,210000000,245439076,858600000,PG-13,Science Fiction,Based on TV,Animation/Live Action,Action,1.0,165.0,1104039076,525.73%
The Hobbit: The Desolation of Smaug,"New Zealand, USA",13 Dec 2013,IACF Films,6.3,77,55%,2013,126210100,250000000,258366855,702000000,PG-13,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1.0,201.0,960366855,384.15%
The Lone Ranger,USA,03 Jul 2013,N/A,4.8,N/A,81%,2013,126310100,275000000,89302115,170700000,PG-13,Historical Fiction,Based on TV,Live Action,Western,0.0,149.0,260002115,94.55%
Danny Collins,USA,10 Apr 2015,N/A,6.1,N/A,18%,2014,216770100,10000000,5637066,2828779,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,106.0,8465845,84.66%
Strangerland,"Ireland, Australia",10 Jul 2015,DiNovi Pictures,6.7,46,91%,2014,222610100,10000000,17472,143625,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,1.0,111.0,161097,1.61%
Plastic,UK,26 Sep 2014,Origin Pictures,7.3,51,25%,2014,212590100,10000000,0,575371,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,102.0,575371,5.75%
Big Eyes,"USA, Canada",25 Dec 2014,"Item 7, Wildgaze Films, Parallel Films, Finola Dwyer Prods.",7.5,88,24%,2014,126660100,10000000,14482031,12835841,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,106.0,27317872,273.18%
American Heist,"Canada, Luxembourg",24 Jul 2015,Temple Hill,7.7,69,16%,2014,228260100,10000000,0,2341218,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,94.0,2341218,23.41%
Rosewater,USA,27 Nov 2014,Working Title Films,7.2,50,89%,2014,207760100,10000000,3128941,56776,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,102.0,3185717,31.86%
While We're Young,USA,17 Apr 2015,Chernin Entertainment,7.1,69,28%,2014,212880100,10000000,7582065,9921763,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,94.0,17503828,175.04%
Jungle Shuffle,"Mexico, South Korea, Colombia",02 Oct 2014,"Rainforest Films, Olive Bridge Entertainment",6.1,62,61%,2014,226000100,10000000,0,360898,,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,0.0,360898,3.61%
Barbecue,France,26 Dec 2014,Chernin Entertainment,7.2,64,73%,2014,233430100,10000000,388,247177,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,98.0,247565,2.48%
If I Stay,USA,22 Aug 2014,DNA Films,7.7,78,24%,2014,146900100,11000000,50474843,27881327,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,106.0,78356170,712.33%
Woman in Gold,UK,10 Apr 2015,Ruby Films,6.9,66,67%,2014,220190100,11000000,33307793,25278614,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,107.0,58586407,532.60%
Brooklyn,"UK, Canada, Ireland",25 Nov 2015,"Film 4, Focus Features International, France 3 Cinéma",6.8,94,61%,2014,220510100,11000000,38322743,23753398,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,113.0,62076141,564.33%
The Fault in Our Stars,USA,06 Jun 2014,Production One,6.4,30,29%,2014,198430100,12000000,124872350,182294484,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,125.0,307166834,2559.72%
Trash,"UK, Brazil, Germany",09 Oct 2015,Pacific Standard,7.1,76,22%,2014,217960100,12000000,17484,6535702,R,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0.0,113.0,6553186,54.61%
Top Five,USA,12 Dec 2014,"Black Bear Pictures, Bristol Automotive",8.0,73,59%,2014,212890100,12000000,25317379,684362,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,101.0,26001741,216.68%
The Drop,USA,12 Sep 2014,Mandalay Sports Media,6.7,41,44%,2014,202220100,12600000,10724389,8330145,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,107.0,19054534,151.23%
